cpu_util_percent,mem_util_percent,assigned_mem_percent,cycles_per_instruction
44.161558436476625,33.2384265123427,62.40159650328806,148.61760667191493
43.31291456739953,32.670333320664966,61.57454793807767,148.20622256465344
41.13634119105891,32.34448889340802,60.7362785727712,146.5902436980596
40.80454185167151,32.70512411916694,60.953001771825875,147.0946616598521
41.68118711883127,33.36677940626482,61.353357352698076,149.08209455966127
41.14690532612257,33.449328175920165,61.62740895970356,150.7852895985633
42.12163233336636,33.557086257149834,61.45865271613935,150.4608626709421
41.93632940000891,33.31218649618382,61.36407494845278,149.15359951799095
43.71932534787153,33.25772107298093,61.38037186926125,148.82803195963567
43.65900130546631,33.33073378935337,61.6398864883808,148.81083254269245
42.97287562972089,33.74339920461867,61.85237487399059,148.33500287953262
42.487112327376195,34.20230003197573,61.7342978543846,147.35678166294795
42.04086362564914,33.85442203078127,61.36731700072479,147.13487762005255
40.66144932627573,33.723535485672116,61.25900159855038,147.19446732886914
40.902159276076574,33.778641386056194,61.17080715301177,146.97900385628105
40.94430933071726,33.7838181521392,61.091788668215706,147.33202678604846
40.76724734054104,33.6434689917352,61.13277608661672,146.88526145364872
41.23568741040113,33.72427169061524,61.281456474893716,147.16133935349794
41.79233141449899,33.53248573370473,61.18979687254329,147.24121951453247
40.74140840173267,33.5076265531264,60.89981224835175,146.1048788608952
41.31184470042971,33.62759610968008,60.82009592544713,145.9058898330634
41.241371360151916,33.67193561121204,60.70377894495738,145.72472197602718
41.49978218154676,33.63325128226028,60.19587906601148,144.76093771487012
41.1967675950347,33.57138471095984,60.068066421142206,144.3667143647661
42.62260137168271,33.49115861301618,59.94480967534178,144.0774867727972
40.71672871726078,33.252587039694085,59.995870703301854,143.5461210433205
38.73571449317443,32.76830514689071,59.73392663315744,141.63324564588083
37.36667522967253,32.35786423776737,59.67388641472736,141.82030547678303
38.36557404316985,32.62066897165109,59.907746350027246,144.96323416028835
39.27341252033752,32.39484115512519,60.129772108224245,149.54027945995315
39.46014258193562,32.607476503626394,60.06106746909754,150.56791276751457
39.085941364732605,32.804554471939554,60.426924406293466,149.41122447353422
40.61683886797851,33.00350089717764,60.53117052233586,149.64645809009974
40.57880687073027,33.29759056482072,60.54665172530472,149.37103584116414
41.411780570356036,33.35666590433584,60.51378346210156,148.13172160179076
42.11188486701395,33.068475044644345,60.447240186077835,147.45984650954983
40.15305976775593,32.588827513687676,60.41919610372483,146.6610602086642
39.6507672015537,32.54317615800067,60.34410578567331,146.69737786345823
39.97065243584404,32.00735930243555,59.861427274702386,146.4013363782856
37.74909407685418,32.09400913600017,60.1010524935107,147.56785138589547
39.679453823070794,32.5457910411018,60.52322538817984,148.7511684026548
40.22157774953364,33.15228640263787,60.80196327372014,150.35946174163354
40.7621427502583,33.3387086243577,60.76943661436265,150.34417308037646
41.2837460454132,33.38892145364032,60.61750419593499,150.32707637387963
41.33428304790136,33.21405965817249,60.418040935809955,149.29666822731556
39.3604860998421,33.08555259112058,60.2210273270244,148.70856015961195
40.45843880883193,32.89218824716496,60.24807159085894,149.3719823257728
39.66877369396235,32.856759906916125,60.26803242069242,150.35142884459896
39.85013102914524,32.785687937595895,60.16057190545238,149.39328347081815
39.47518371617275,32.65249735412876,60.12222887249219,149.00861484806234
41.53548830402283,32.92659896447033,60.18164781439136,147.4132576086772
38.94931596378375,32.51897510718775,59.87116807439611,148.12088483376493
40.577202153793266,32.38856104592568,59.90801448360256,149.1225127742511
40.30690176009324,32.478420222426664,59.970449886297594,148.93210491943043
41.41774101193022,32.70068153569428,59.870141847596855,147.3416803406545
40.45644045301728,32.78929164501517,60.206492052576145,146.85955093640476
41.49059531094826,33.003306376342266,60.24670150931425,145.95959699096542
39.91846094805171,32.88023023624363,60.08592327106326,145.79298771670662
39.428800078570546,32.623139610943205,59.65774028013685,143.9021938718952
38.58027634352419,32.16696872519013,59.54567559319911,144.8272743575848
39.766052718126424,32.50450909788313,59.79552190910356,145.97413899378054
38.40610053289773,32.56136095510068,60.09029354593164,147.45033304956206
40.62575826516779,32.704943133241336,59.82766776000814,144.9118536201584
41.21951994827875,33.04797589128307,60.02634400384548,144.52195677891865
41.96624849955503,32.81255022130835,60.07553715013662,144.4737343554233
40.8168014629673,32.79147322810785,60.04340095836332,145.0000226763841
42.05408085302218,32.68758065680266,60.11673926406197,144.9770085347405
40.573790761381126,32.92710488390454,59.91685769240234,144.6849030830784
40.970165349964596,32.80574990940167,59.86121699396952,144.11773630323296
40.946009767331795,32.818273037299974,59.97994685425739,144.2063922346036
41.85935327796319,32.69122232106262,60.040019969398,144.48513635633844
40.614409040886876,32.996921927621955,60.204940823520715,144.9400151077255
42.100000746766284,33.31819493868926,60.4037696785536,145.93849582176813
41.27907436700745,33.39512604409961,60.28868184181718,146.9250450593791
41.13212917318659,33.35702660727048,60.20380260937087,147.41347225448382
40.22628210914245,33.01373646984631,60.0424546962245,146.4456121843521
40.31354447003604,32.80596175140249,60.085218287250164,145.68327168955994
41.49585864591201,33.00402454444682,60.22002282904757,146.06849099675998
39.54171411812719,32.96463278110805,60.08867056025251,145.3994178813488
